prompt_injection_score,unverified_refund_ratio,merchant_dispute_anomaly,amount_deviation,channel_risk,device_risk,is_fraud,variant_id
0.1163709569078069,0.15461451490871023,0.10558315970082767,0.36877642769212243,0.2038019530788727,0.1229181553633202,0,LEGIT
0.057552924635209196,0.15284943428521502,0.11213452877938583,0.055841516462928405,0.5677585086799919,0.09509722741823805,0,LEGIT
0.036554378820500055,0.05271518045110509,0.17404766606634575,0.11452210391604502,0.15469039411167163,0.05559587767029603,0,LEGIT
0.1450592416468985,0.17029576034985658,0.16739308477549347,0.49818970420736847,0.5248617676700573,0.07249068801722285,0,LEGIT
0.18273204643124605,0.6811737550327643,0.5509112246677733,0.15001083310889424,0.06615133195094279,0.21200012370432553,0,LEGIT
0.0021234737826596618,0.04865122080929566,0.33338644312475413,0.27341966024970565,0.1133052998504715,0.054641946857995345,0,LEGIT
0.10138128434600797,0.14195507440409047,0.01522034749350737,0.4887373677627316,0.3948795301145996,0.3341923038359921,0,LEGIT
0.08208547168600439,0.3528128747682575,0.7384691869284484,0.7248811128628257,0.3070865159688902,0.5067011992617906,1,MRF-V2
0.06878533288028012,0.07954210062491679,0.4082452281159913,0.31015425154241894,0.1172382894469529,0.1428890549674611,0,LEGIT
0.20802092216775392,0.130138515112195,0.20890198498241827,0.11160044029157493,0.16023218770316255,0.07784718154182763,0,LEGIT
0.026737204610908727,0.05312271785865474,0.10914442110298012,0.34314346792818484,0.35708079480763033,0.01963770336910926,0,LEGIT
0.043984911171000694,0.20196974982406482,0.19730769258900657,0.44643376294458026,0.4272800086544918,0.04242190192288953,0,LEGIT
0.2996568988853707,0.20800765982623312,0.08175940804366291,0.31770834894915334,0.3157669601225199,0.24521657469762284,0,LEGIT
0.21740018032171096,0.3234436556225012,0.8778481433919784,0.7705581625837999,0.8208180638361644,0.7827251623491841,1,MRF-V2
0.11690241212098944,0.03143588617885073,0.17392937306771294,0.10265931479692733,0.3713026237239112,0.06241134528046142,0,LEGIT
0.04052811068699672,0.11959268793162993,0.3622853869333243,0.021703872118785085,0.17215686620643048,0.42794655043862884,0,LEGIT
0.11541063680719722,0.7745080770925236,0.6992546613436323,0.40228501383684356,0.046639188908709196,0.024812034166965452,0,LEGIT
0.2280189003452206,0.42668207165698396,0.8274633838813332,0.7611339976588816,0.6599961398430261,0.840797469592067,1,MRF-V2
0.21337223761849564,0.10819694906803878,0.331006875107489,0.12322904771824993,0.2273831921846966,0.25970284383447134,0,LEGIT
0.10295167344094534,0.16498471402439505,0.11610990607073661,0.4462390019453276,0.37028063343989454,0.2193901913830858,0,LEGIT
0.1937174532014556,0.5684108568661832,0.6616848183353672,0.7974754843905854,0.6536599364851541,0.7332399356132986,1,MRF-V2
0.020121513046286666,0.18280552384326762,0.2535278298984044,0.33910706780110406,0.165706149739637,0.167185595375617,0,LEGIT
0.06880938314832584,0.2064279814628004,0.28518329774953427,0.28660511072366834,0.440861780541155,0.3874639428960077,0,LEGIT
0.00599299936648483,0.23802409831691415,0.08127368465621951,0.03814971542445549,0.27863587965200143,0.17187322037547448,0,LEGIT
0.225167657289019,0.2255986492741698,0.3293943832196828,0.3992586854170878,0.26968389904290346,0.19229459151632602,0,LEGIT
0.0431256454490921,0.04512062631752648,0.131729410529189,0.3665701105936134,0.029511993401177147,0.20358255899698358,0,LEGIT
0.13941065053049395,0.23609927883168644,0.16666196984680862,0.2928803696900763,0.16647371748900877,0.3091071361638714,0,LEGIT
0.2173001078327892,0.4618202829304786,0.3795745612434512,0.22446747876837328,0.342282426505941,0.34584082146672585,0,LEGIT
0.23771895818177047,0.31198743641017473,0.7715086149307212,0.7233951943232163,0.8157934008985166,0.6622857212590599,1,MRF-V2
0.24153934644289957,0.3801653457220826,0.018466427419003152,0.14821827531670903,0.43248862191951637,0.04295409566705483,0,LEGIT
0.14642095429400034,0.2845983906059285,0.665246227862268,0.48559286310938005,0.2495077462726543,0.0975333777708914,0,LEGIT
0.04760518417228916,0.11674864803522697,0.10206424986141144,0.28120056161188384,0.1975710070685482,0.12969805655733702,0,LEGIT
0.086262602613534,0.1173572547464654,0.04266226159436956,0.020780130620220473,0.35204946094057743,0.11478828016427925,0,LEGIT
0.36794396654719125,0.39447659976978366,0.9778421479271584,0.7501925850800649,0.825524916821193,0.7090873515232005,1,MRF-V2
0.22395386915776105,0.09456182055230827,0.3117631544591936,0.3960983217710218,0.1537296758487476,0.199461058291591,0,LEGIT
0.028274025742727436,0.03912180854662162,0.10505205147123983,0.2381224613461483,0.21309732352361196,0.08132279025379092,0,LEGIT
0.017246039162334015,0.2690713757740319,0.07425780709413528,0.2663027689211131,0.02850745304975169,0.15117906277109466,0,LEGIT
0.07308748615245889,0.007338461641626359,0.22160617820503065,0.08137484450930516,0.11147044452026637,0.13824106927987947,0,LEGIT
0.28909010933470863,0.13195697783868116,0.05249670776098043,0.13612398889816887,0.13385105718208737,0.11561903442219985,0,LEGIT
0.1565089523029745,0.10361844423385935,0.3367110934283259,0.33464056369652867,0.07266086269339463,0.2568608800679146,0,LEGIT
0.7293575500330597,0.8002640200540093,0.36804022700746825,0.40912023365094213,0.5876917076225748,0.809921996707333,1,MRF-V1
0.0869726531697876,0.11087071642632743,0.1070758266067514,0.3135904094559315,0.11442903526163743,0.29618743545668424,0,LEGIT
0.08848247109546072,0.130467504904951,0.16567639295646328,0.11130540544232281,0.07125548417442117,0.34862829159131065,0,LEGIT
0.5590686052536159,0.6551903898500278,0.36875341659054084,0.7483715843748147,0.8485236478661962,0.6705395143311045,1,MRF-V1
0.1436059128036552,0.06883835406821043,0.3225334721570464,0.23823653248750526,0.45775431587989507,0.07617716205750903,0,LEGIT
0.19613473886999727,0.2854960609295695,0.1253335485270468,0.17862921264019818,0.20867662848549576,0.256956268229491,0,LEGIT
0.16692731985455347,0.13377272859315315,0.2347385844824411,0.37268470143644417,0.12078741224878345,0.08768317370293914,0,LEGIT
0.599805168536252,0.5792653563850347,0.3366850674628827,0.8849651280251284,0.9167237532843707,0.6740227864941374,1,MRF-V1
0.10933126657884017,0.07840247328086059,0.14001959648596826,0.12793614387293728,0.6670798556290457,0.2510064884278555,0,LEGIT
0.09885677872672123,0.08624486657900053,0.11136135709730141,0.0695133309727292,0.46623914335773,0.3349408156306943,0,LEGIT
0.06066377325458812,0.18519762285564947,0.003776105411290669,0.07171499013203297,0.2913170859631089,0.10613789751171367,0,LEGIT
0.19922264108357024,0.12725986389145452,0.35788831434990964,0.08836337431854288,0.3587802329232624,0.231471155644794,0,LEGIT
0.04379411839993758,0.24647355711440827,0.31284795588551806,0.10206458492383372,0.26921359030990877,0.19050714369206045,0,LEGIT
0.12432630534991496,0.28961414632404947,0.4888866474580757,0.825089113261401,0.3135731779635718,0.43553649924844823,1,MRF-V2
0.20031603533536516,0.08211296995105724,0.4082966845622968,0.12252341892335336,0.11324945166080674,0.2811326935334701,0,LEGIT
0.4062100302183213,0.2668194619608558,0.053678282939322634,0.2747058384680587,0.5079089980029265,0.14835580998194026,0,LEGIT
0.19126227988800765,0.13792802564337978,0.2398740694265513,0.3295704952648156,0.03656618584946997,0.10896288572873285,0,LEGIT
0.004426079488617349,0.21802197454349764,0.08463413546871544,0.599556474247463,0.32352422727420294,0.04760807320507711,0,LEGIT
0.09060410389814204,0.283839132803949,0.1432274827855832,0.07832706436616131,0.1379763450283705,0.20181408861749248,0,LEGIT
0.20654033224870813,0.08428800094674824,0.053442109163567134,0.4060627055121414,0.3988523716550869,0.027938751454540868,0,LEGIT
0.10848808333070234,0.5779311798281431,0.584906747417553,0.8611872440846807,0.7244859714636424,0.704466700316891,1,MRF-V2
0.08158856868713556,0.16760414279901215,0.15833916688258046,0.19333665263200808,0.3664954496467327,0.24795634028219657,0,LEGIT
0.05941748907582371,0.1771112745536327,0.2089810269404741,0.0963211320874638,0.20849320938268046,0.02309315743565779,0,LEGIT
0.04667932589172331,0.05352249274053197,0.10282352256246839,0.369751964103339,0.13979753826510916,0.206605067309982,0,LEGIT
0.13367734367563217,0.05981123510992564,0.21157394707184782,0.3400651377110969,0.21145098267008283,0.23686448021145662,0,LEGIT
0.057348675214281934,0.4960899726335962,0.8814393034331129,0.7879340882135485,0.3393324423567183,0.7399387656032832,1,MRF-V2
0.09954993667098622,0.06710245443619989,0.2060834352900072,0.20521014159252987,0.10594368586950235,0.06294415776203349,0,LEGIT
0.09300891785452192,0.27805887618944636,0.05063359881304129,0.1731022581043303,0.031263404776286884,0.01980153630437455,0,LEGIT
0.16284463663880716,0.09420177315382101,0.024885018912993568,0.020203569045344403,0.20508488320675178,0.12435662327578789,0,LEGIT
0.03029097715058855,0.32924218536625655,0.12356118072465191,0.033011588105171644,0.3735642961584221,0.1159383669936672,0,LEGIT
0.8401940407636317,0.7694386580922615,0.312317561232646,0.6597999636499564,0.8520589672437948,0.6205399554332904,1,MRF-V1
0.08824830559438454,0.20589952486115204,0.45588268360460316,0.5387902555904956,0.43809513516477633,0.294954312881667,0,LEGIT
0.01630767728800679,0.22912349573775542,0.36920531120211947,0.5413010204847749,0.16277858117778735,0.10856916729548154,0,LEGIT
0.2056602186778002,0.1435054238703898,0.6997780912710665,0.16415523377493518,0.438420276525117,0.3017847796158918,0,LEGIT
0.17922782061370196,0.2299700825243879,0.08890750304412927,0.028682481462139628,0.2921350163864665,0.4538665021659445,0,LEGIT
0.0727380870627318,0.07467148139183884,0.2109278574001989,0.18545641351669145,0.12799742348866158,0.03655278646796062,0,LEGIT
0.2377086879494507,0.1934391909158761,0.016479872316071443,0.3227164235242785,0.7351336517825985,0.21428998863042492,0,LEGIT
0.2193105726957589,0.23458088642412298,0.3174833623411697,0.6841260192566654,0.11066428391330578,0.404316367392711,0,LEGIT
0.12648744241658005,0.30115120904289394,0.12350663351596712,0.17322797122800226,0.2743190756814713,0.15397497930685528,0,LEGIT
0.01057039046674158,0.23297155226660982,0.16740328426208356,0.2772344953502514,0.28118945461787564,0.5827672468549299,0,LEGIT
0.032089874375763806,0.014783112263186703,0.26420793923088703,0.2474921957170592,0.28256825569511396,0.24332191141896342,0,LEGIT
0.27669620943083,0.6096742959993005,0.8867281148282925,0.7809352062862615,0.6020680062084697,0.5645156594881817,1,MRF-V2
0.020266211874432213,0.259410076887311,0.11362751041853074,0.21593907907362572,0.18821801362148366,0.07201767225703361,0,LEGIT
0.15394181279461042,0.6010380810565373,0.8351258842816445,0.9567459894525119,0.6357810991410547,0.6614917800018871,1,MRF-V2
0.05217697407717323,0.06760001473263548,0.03570672036468362,0.09864459105229977,0.021038027827594365,0.22500954353895777,0,LEGIT
0.3017661525102966,0.13850768098283836,0.007807497232149388,0.10750640232583819,0.23796181043734885,0.11875625309024322,0,LEGIT
0.8951030201739139,0.9788272157695569,0.5222466944478418,0.8981393540893075,0.7600309756011964,0.9110908415120121,1,MRF-V1
0.07726994895621316,0.20063346111413838,0.15209843973976075,0.14277549348293314,0.014660237744760874,0.4204610566087706,0,LEGIT
0.04229532325949208,0.18043557025776338,0.18911853338363996,0.17165817118663473,0.2204973907734014,0.15939114593204293,0,LEGIT
0.19816775101298226,0.3145542191963092,0.3784313870273696,0.0688563264641576,0.06846543472779078,0.18238883757760857,0,LEGIT
0.17357117117728268,0.4435069349490668,0.20716653949727376,0.15358025346472062,0.24248785565552097,0.3474676376056573,0,LEGIT
0.010388939483096956,0.5346180950177748,0.13443110505199907,0.2077801411100941,0.1887051175482429,0.030661117615794042,0,LEGIT
0.11409532668387386,0.10615480748432911,0.15363436848564277,0.504930807396611,0.04143547224021726,0.00312031967260614,0,LEGIT
0.1735127521840143,0.13829428838756547,0.18380324872160073,0.19301201247817207,0.09762797791456865,0.3369342432740686,0,LEGIT
0.19236002320775694,0.22191818719007053,0.48634373525124114,0.4151764489023271,0.3810468040194775,0.16439632023021006,0,LEGIT
0.10216953031882572,0.07083573607746531,0.1419919027391548,0.16663823916365714,0.04151105652544662,0.031196363630782643,0,LEGIT
0.2236872384648623,0.050509409293889,0.08050984882894338,0.36839249036926885,0.5133138055404202,0.3029250851855856,0,LEGIT
0.010120107419788017,0.3265033263543381,0.054144655103195834,0.2353019334753574,0.2208572513875334,0.06481797099091653,0,LEGIT
0.05292506994530009,0.00574742553872871,0.21726119903863708,0.22792318364899428,0.2480830747980064,0.21373129111507125,0,LEGIT
0.164175525568112,0.4828731595809373,0.12485195838353423,0.14725080801362736,0.10048704166415723,0.04946750720428794,0,LEGIT
0.9635947926610268,0.9375238602902579,0.34870988915368084,0.8153271106005014,0.6872834497006037,0.7892423160657897,1,MRF-V1
0.008150708097765079,0.1522497892891385,0.24634201614763943,0.512633879124971,0.054205686756700386,0.2746115746925932,0,LEGIT
0.5368925326842294,0.12630544234728544,0.07277022648436686,0.1513672518271259,0.46153345859695233,0.11764767881058487,0,LEGIT
0.1256246632553966,0.03841872830717432,0.22511646748546,0.072378787220648,0.33586195601310836,0.151115715608902,0,LEGIT
0.1260375489344483,0.2806753622926968,0.12335740369341071,0.12893951429587233,0.0944180430257471,0.4818865217765619,0,LEGIT
0.6999266810633407,0.567383837167732,0.8047463065249536,0.8262359675359713,0.6653197640900484,0.6065710956499071,1,MRF-V2
0.3057461769473723,0.04820928426767315,0.0942915709499343,0.3392303773461432,0.21352542521182832,0.08599876780153333,0,LEGIT
0.008746559861639405,0.08445914086603963,0.04669527160059552,0.5563283989949499,0.31340462012255516,0.1412438568678906,0,LEGIT
0.7976956140742918,0.6747563573193313,0.450909761285352,0.4951644364817867,0.8196802044437292,0.8541141429027034,1,MRF-V1
0.3420679735933133,0.09311889884340009,0.20101278317140645,0.11283403656618127,0.05944111280329015,0.06556950699629151,0,LEGIT
0.9890610403266759,0.974313408406842,0.4159412224539045,0.8034483234806324,0.7630126842769103,0.5618211231759932,1,MRF-V1
0.061053838946585,0.06096761976079041,0.38997704323563603,0.2404930935642162,0.1795203972509364,0.2821774505696046,0,LEGIT
0.06207403413016872,0.1940885535945815,0.3265632128551433,0.22237527751295133,0.2780660601245612,0.07145529308499313,0,LEGIT
0.12614271548263145,0.002135537870311616,0.13229268375889602,0.22754422524248288,0.19406306001730894,0.0792784373429293,0,LEGIT
0.10695617526886472,0.16588934099347538,0.26376731486352994,0.1331101653500061,0.28535108645752566,0.09645239782270484,0,LEGIT
0.15387583165112062,0.3409337077477884,0.9402738041522855,0.7754388922454146,0.8648038065218335,0.41580647185512926,1,MRF-V2
0.02489061522463699,0.256644142024609,0.41936940905658804,0.09170852326797208,0.09994065676265335,0.2469098377800877,0,LEGIT
0.14218230500028542,0.2689704869820782,0.35016566580027797,0.061036447712671235,0.1250601560148957,0.09810016114041298,0,LEGIT
0.1138483086386391,0.42706174619121023,0.30069141384953163,0.24615133285742546,0.41426131901248914,0.07717116262786951,0,LEGIT
0.05197059040063796,0.5403568590481158,0.7817236021015773,0.6306401471557066,0.6110900859139942,0.6720333183045498,1,MRF-V2
0.02331763450968736,0.5769474290618,0.6477258701065413,0.2793595422651052,0.2194064122375763,0.3204024075766753,0,LEGIT
0.044740835316491395,0.6626493441929895,0.7268756314513595,0.18874227460761928,0.3784968495537403,0.06650507692759214,0,LEGIT
0.07605830799280315,0.08439497650510426,0.13677538848414122,0.372345599344651,0.0940187550289417,0.06946239136691473,0,LEGIT
0.3792603197344689,0.35116825880387054,0.36800224099870593,0.29744769076184546,0.11186742968057573,0.1138379185930493,0,LEGIT
0.0813971300122764,0.16067101464737774,0.1425919973242251,0.19227514405785096,0.0108797125453534,0.08718025700698102,0,LEGIT
0.02733458513681243,0.6297407615142484,0.600703248721894,0.4260555518884579,0.47015337918217803,0.05736986504174209,0,LEGIT
0.048332633454597373,0.22644381349807594,0.16763511390822533,0.1656080248410034,0.08739395823020937,0.3715290198835043,0,LEGIT
0.32759053932509147,0.35288186094475793,0.9493093377578005,0.6677153422480767,0.7609179723158942,0.6580696964239034,1,MRF-V2
0.9513980330238677,0.7550394987461413,0.4429015696255279,0.5610229076815093,0.7242439344712341,0.6868691032536149,1,MRF-V1
0.15515187280309684,0.23993666360026367,0.08334928122658362,0.7083315053287867,0.6676868412224212,0.11357280633768502,0,LEGIT
0.17501344344038763,0.11934531356113921,0.2796060677164658,0.14804666929549706,0.3910235017630317,0.34828472338273514,0,LEGIT
0.19440627966761542,0.2108063352522499,0.06425688334302224,0.2541014325511208,0.16905572502222715,0.1925383562380808,0,LEGIT
0.08622865856803297,0.5835579976600705,0.696230375861203,0.27008425829249927,0.2879530297637579,0.12753975429842263,0,LEGIT
0.1166618153774439,0.16272321330481967,0.25147218018364853,0.28461209645378766,0.15166198077096857,0.17031455493069342,0,LEGIT
0.17237613111554867,0.04713488644788673,0.24635549199523413,0.03108325974835666,0.12838855967441645,0.08205069156777335,0,LEGIT
0.18406887256612264,0.13295197169949477,0.14688208716841186,0.43844319910249585,0.5351737827990478,0.2000916909805126,0,LEGIT
0.010442177211499077,0.04792190908538805,0.17884088276789278,0.052859081524269894,0.49336052014624343,0.13222599297170448,0,LEGIT
0.021358498329949797,0.15089245454483444,0.03612312948347598,0.35479835789419334,0.31214003631727477,0.3854798251579109,0,LEGIT
0.7028598150607669,0.747474876555393,0.2887232294920919,0.7191404373620168,0.7624827555215493,0.8451175047633694,1,MRF-V1
0.13938771943910916,0.7493767364906767,0.7202101225700235,0.2675302230056856,0.17441852598148788,0.08221013267607014,0,LEGIT
0.0758155626119021,0.3246741637242054,0.26663672762085394,0.13118012788598077,0.04626371067456666,0.19383599272696195,0,LEGIT
0.11815286002217923,0.30380469328167803,0.05937255478060194,0.22343969099036842,0.4211708235741318,0.5229790726988487,0,LEGIT
0.8841585569649026,0.777950238484442,0.44878967222776966,0.737325565922845,0.6154852129166727,0.586156504317461,1,MRF-V1
0.02498033891252626,0.09331769206062367,0.16295318348059937,0.4058020748870592,0.2477875155284643,0.14538136107080368,0,LEGIT
0.1259506407865703,0.5992338835994213,0.7775638646000195,0.9290112008448004,0.8417416117275631,0.8136927476091703,1,MRF-V2
0.3954025173789289,0.3120441336077082,0.33534860305647507,0.44321763443131246,0.14471232818390078,0.3180141186026066,0,LEGIT
0.21894709119560674,0.6917193149561088,0.8080006407024652,0.759040495952499,0.7043397300230902,0.6725995373761992,1,MRF-V2
0.022709578410212695,0.05847307920764948,0.22815809954445632,0.6488265217323246,0.36038510408962526,0.05190049624455584,0,LEGIT
0.08982085661247781,0.22180372465246384,0.5042211145911838,0.39775909053274194,0.13366045768858126,0.18806110889420105,0,LEGIT
0.8318753938725697,0.9758705284313204,0.21877037634710989,0.5583996343565152,0.8375155628142906,0.8117703357795073,1,MRF-V1
0.06542620819037545,0.5749107909165723,0.17581729313174901,0.12401727958055188,0.1384980931341814,0.5068277079148792,0,LEGIT
0.13962168306550213,0.6387293257184516,0.27698438940868814,0.2498504550260274,0.36003310826861834,0.015422130517286256,0,LEGIT
0.22180290628486032,0.4563289674195462,0.036187948240404694,0.4401342700945433,0.09332915071556079,0.4038503439699464,0,LEGIT
0.12278256518719552,0.20652160468102862,0.06247991388945755,0.22238725665259193,0.40363666522951985,0.4896828590453766,0,LEGIT
0.7517049262931812,0.931424572192215,0.7892266215389466,0.5546861418238154,0.7472659352192662,0.9019495452716135,1,MRF-V1
0.0789824821454705,0.41965299039088616,0.925493724958757,0.5836289166329885,0.8824662012291326,0.3431950337436275,1,MRF-V2
0.15033449741619376,0.18566767827949596,0.27343498692783874,0.032282859503823653,0.27087473098362763,0.185926696469831,0,LEGIT
0.2908035733610387,0.2135908801547528,0.10490038346757702,0.26608496223350336,0.3618527043703509,0.06824210950807424,0,LEGIT
0.09660606383560091,0.0593220365947156,0.17778771130574922,0.2881802363463335,0.2710280507667316,0.19031336942466612,0,LEGIT
0.2404162174361794,0.2643238133423792,0.15012779176193214,0.530157232526517,0.19895001954492048,0.026032455440648913,0,LEGIT
0.4478172649175293,0.940883006429888,0.47598359303752164,0.4475486684137123,0.5747751053231409,0.7981243238210599,1,MRF-V1
0.1621479104461413,0.06959954567486851,0.10130404979899511,0.10111046241109824,0.028887136397520965,0.06568986009294416,0,LEGIT
0.5574758960476368,0.6137617357684959,0.6617217945719277,0.6457362558874764,0.7619130620689953,0.6569410974320785,1,MRF-V1
0.06290250086783031,0.2779338933164562,0.23419763616698372,0.2405907806009888,0.1364403890307864,0.25159530234107874,0,LEGIT
0.4079117466729167,0.07424566412256198,0.17905131441739613,0.24388226524167728,0.14010274441612283,0.12006804437717446,0,LEGIT
0.18867250983034597,0.2989393754861884,0.7811518044167295,0.6902905148632726,0.7639473336914547,0.6879454702675557,1,MRF-V2
0.07116457587600679,0.21241848591026574,0.07154321709688392,0.3253303266439749,0.33635389829899204,0.222165434803297,0,LEGIT
0.34856739618552746,0.04520554888196554,0.2507146868011031,0.22242913868265898,0.4118517406105998,0.07517777114504126,0,LEGIT
0.02651752823488125,0.007315509077739489,0.043315738816236,0.33395872242992697,0.0720074232600927,0.5467897786541329,0,LEGIT
0.013663591717104833,0.43270949985692714,0.11648331391708168,0.4420832571431862,0.3648829505782048,0.03974419417070285,0,LEGIT
0.05124336084228099,0.24434011802973263,0.1497941859398509,0.22829185002923785,0.199557881200558,0.19114262289465203,0,LEGIT
0.08521203690261252,0.06810871979668469,0.033142253288049366,0.04028037375213325,0.1491479114189232,0.18532464380516445,0,LEGIT
0.006636835459087087,0.5643346523138297,0.6764691238457043,0.2773568815655298,0.11487452928268806,0.28041916373827336,0,LEGIT
0.1382923976245574,0.2860125645322162,0.15875399692599945,0.2910225607115181,0.47512517855424646,0.18483302280738578,0,LEGIT
0.8771173381495574,0.8766591820047418,0.6649755832938526,0.5735154135082039,0.7989154182561455,0.4483684352378979,1,MRF-V1
0.034610380754119846,0.1909408695018277,0.062352993233285456,0.06101056947825215,0.5668038651980183,0.17968849170040102,0,LEGIT
0.22221243080612121,0.32831056646978324,0.3341062248719063,0.10391959364216478,0.21195462443255966,0.39252535953523965,0,LEGIT
0.042557438967149065,0.3451106430728511,0.06885647732307261,0.17186128755545033,0.06671329879642711,0.33875904752530517,0,LEGIT
0.31628281171365247,0.2793189918139763,0.32524348935552144,0.05481067956457222,0.009175447157119564,0.07984633230251915,0,LEGIT
0.3566648047430015,0.06562093165279714,0.1322644472067997,0.25115666035998224,0.15852221674653683,0.17135489095643516,0,LEGIT
0.0758704481521333,0.06967453311594297,0.14408338554734987,0.3339806160051395,0.12968876397278187,0.026728682541347037,0,LEGIT
0.007272558445091585,0.17873997512587075,0.14656225055839445,0.17676762149850625,0.2451995008761276,0.10909383523022706,0,LEGIT
0.10920792715899925,0.5847455468323656,0.81562278888464,0.3970268011773399,0.4971009206461779,0.7621746866745203,1,MRF-V2
0.04696488385011819,0.10105373089122505,0.009722568308016592,0.482739166247998,0.20596107274974249,0.11030260545356536,0,LEGIT
0.0806809301467246,0.21767569414408613,0.05584047493376417,0.2046073649063414,0.5555294857740618,0.22100312572938507,0,LEGIT
0.17498594100143738,0.03505906620860167,0.07597210117963582,0.19587242444042854,0.09427757875644964,0.3299657384262628,0,LEGIT
0.07558370983296021,0.1537644212947307,0.030632779119841785,0.4241107106571014,0.10963192767058239,0.03329849694852324,0,LEGIT
0.07640314578592888,0.24056673629928646,0.1510728969217078,0.10377178106507667,0.23252775123365133,0.08020971806965026,0,LEGIT
0.11200049449584933,0.062433206780469507,0.14091136321697964,0.04596356512314369,0.13113292705108653,0.14895099040141868,0,LEGIT
0.04180376271526685,0.3067916325507067,0.4810944791275333,0.12050822439942177,0.13421355913604616,0.21465740937542732,0,LEGIT
0.007832770257366289,0.17976746376039462,0.18018528555974173,0.05774056145448678,0.10467956756283364,0.32677715133147694,0,LEGIT
0.15578366063390595,0.11256456104742499,0.48165436252780736,0.3394222321494157,0.10723664836602294,0.07045362725538638,0,LEGIT
0.06839062966630027,0.2864210709273357,0.061394289853980856,0.46382404763016516,0.4983428760308579,0.2767284878937085,0,LEGIT
0.34703712781636437,0.6230778906340552,0.7328701072487381,0.7145155412905281,0.6582138610895734,0.73773576847625,1,MRF-V2
0.09649004724319875,0.23204415870948467,0.06827533936908302,0.2551830543424006,0.3685590417023592,0.03762756036981632,0,LEGIT
0.3392226500425427,0.053169567522104895,0.1815519213343124,0.14881845823025652,0.13744260138514122,0.06647119141652036,0,LEGIT
0.14162581735664892,0.4643696074517023,0.7687266593958731,0.7808505952768244,0.75570287283648,0.6900802802458745,1,MRF-V2
0.18624559599124127,0.20066816006312393,0.007910529601229763,0.26682692083858345,0.13631327572755614,0.1931147539532226,0,LEGIT
0.1672024241101647,0.017680457449668674,0.6155053079162803,0.4300569321656395,0.4227845617236312,0.09158034616299188,0,LEGIT
0.09291574239566484,0.35480126439756954,0.23727257631908258,0.26265678237833046,0.19821849412136905,0.30202959163384374,0,LEGIT
0.17565694863420347,0.16105363074191753,0.30821881544864843,0.5909632582414204,0.33507168768296636,0.18450360838984375,0,LEGIT
0.053864230735646966,0.05717756294764923,0.12536286201245703,0.657255958754501,0.25140148526968636,0.2500531559713507,0,LEGIT
0.006733542036819359,0.09738968066336655,0.3588008819341474,0.15333014733316058,0.023628600777641794,0.10186639259402043,0,LEGIT
0.39818873741332483,0.23966720050753612,0.1959087354844925,0.3570457263186876,0.2581554644438504,0.09503852653078525,0,LEGIT
0.11028871385594019,0.14808955425243872,0.20694278776271638,0.5750528081869299,0.15634684142266697,0.34165888266579747,0,LEGIT
0.21825182859833994,0.6546094589149511,0.7293543853893507,0.3211621518212517,0.08388250273270696,0.11398775473530054,0,LEGIT
