TransactionID,isFraud,TransactionDT,TransactionAmt,ProductCD,card2,card3,card4,card5,card6,addr1,addr2,dist1,P_emaildomain,R_emaildomain,C1,C2,C5,C6,C13,C14,D1,D3,D4,D10,D15,M4,M5,M6,id_01,id_02,id_05,id_06,id_11,id_15,id_16,id_28,id_29,id_30,id_31,id_33,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo,has_identity,card1,is_synthetic,attack_id,variant_id
3420698,1,10964526,733.3333333333334,C,583.0,150.0,visa,195.0,credit,443.0,87.0,871.0,sbcglobal.net,anonymous.com,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,-5.0,226926.0,0.0,0.0,100.0,Found,Found,Found,Found,Mac OS X 10_13_4,safari generic,1920x1080,T,F,T,F,mobile,SM-G930U Build/NRD90M,True,9165,True,ATO-001,ATO-V1
3420698,1,10964823,733.3333333333334,C,583.0,150.0,visa,195.0,credit,443.0,87.0,871.0,sbcglobal.net,anonymous.com,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,-5.0,226926.0,0.0,0.0,100.0,Found,Found,Found,Found,Mac OS X 10_13_4,safari generic,1920x1080,T,F,T,F,mobile,SM-G930U Build/NRD90M,True,9165,True,ATO-001,ATO-V1
3155437,1,3614398,887.1316666666665,C,105.0,150.0,visa,226.0,credit,302.0,87.0,692.0,yahoo.de,,1.0,1.0,1.0,0.0,3.0,1.0,79.0,52.0,,79.0,79.0,,,F,,,,,,,,,,,,,,,,,desktop,SM-P600 Build/LMY47X,False,10938,True,ATO-001,ATO-V1
3155437,1,3614694,887.1316666666665,C,105.0,150.0,visa,226.0,credit,302.0,87.0,692.0,yahoo.de,,1.0,1.0,1.0,0.0,3.0,1.0,79.0,52.0,,79.0,79.0,,,F,,,,,,,,,,,,,,,,,desktop,SM-P600 Build/LMY47X,False,10938,True,ATO-001,ATO-V1
3155437,1,3614991,887.1316666666665,C,105.0,150.0,visa,226.0,credit,302.0,87.0,692.0,yahoo.de,,1.0,1.0,1.0,0.0,3.0,1.0,79.0,52.0,,79.0,79.0,,,F,,,,,,,,,,,,,,,,,desktop,SM-P600 Build/LMY47X,False,10938,True,ATO-001,ATO-V1
3181741,1,4387385,155.83516666666665,W,555.0,213.0,visa,166.0,debit,139.0,,1607.0,verizon.net,gmail.com,2.0,7.0,0.0,1.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,M2,,,-10.0,69943.0,0.0,0.0,100.0,Found,Found,Found,Found,,chrome 63.0,,F,F,T,F,mobile,LG-D680,True,6549,True,ATO-001,ATO-V1
3181741,1,4387681,155.83516666666665,W,555.0,213.0,visa,166.0,debit,139.0,,1607.0,verizon.net,gmail.com,2.0,7.0,0.0,1.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,M2,,,-10.0,69943.0,0.0,0.0,100.0,Found,Found,Found,Found,,chrome 63.0,,F,F,T,F,mobile,LG-D680,True,6549,True,ATO-001,ATO-V1
3181741,1,4387978,155.83516666666665,W,555.0,213.0,visa,166.0,debit,139.0,,1607.0,verizon.net,gmail.com,2.0,7.0,0.0,1.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,M2,,,-10.0,69943.0,0.0,0.0,100.0,Found,Found,Found,Found,,chrome 63.0,,F,F,T,F,mobile,LG-D680,True,6549,True,ATO-001,ATO-V1
3452734,1,11992027,1448.15,R,532.0,150.0,mastercard,224.0,debit,255.0,87.0,594.0,live.com.mx,,1.0,2.0,0.0,1.0,2.0,1.0,70.0,64.0,70.0,0.0,70.0,M1,F,F,,,,,,,,,,,,,,,,,desktop,E6853 Build/32.4.A.1.54,False,14768,True,ATO-001,ATO-V1
3452734,1,11992323,1448.15,R,532.0,150.0,mastercard,224.0,debit,255.0,87.0,594.0,live.com.mx,,1.0,2.0,0.0,1.0,2.0,1.0,70.0,64.0,70.0,0.0,70.0,M1,F,F,,,,,,,,,,,,,,,,,desktop,E6853 Build/32.4.A.1.54,False,14768,True,ATO-001,ATO-V1
3452734,1,11992620,1448.15,R,532.0,150.0,mastercard,224.0,debit,255.0,87.0,594.0,live.com.mx,,1.0,2.0,0.0,1.0,2.0,1.0,70.0,64.0,70.0,0.0,70.0,M1,F,F,,,,,,,,,,,,,,,,,desktop,E6853 Build/32.4.A.1.54,False,14768,True,ATO-001,ATO-V1
3531073,1,14344783,74.01239999999999,H,179.0,106.0,visa,226.0,debit,200.0,,286.0,verizon.net,hotmail.com,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,M2,,,-10.0,124478.0,0.0,0.0,100.0,Found,Found,Found,Found,,mobile safari 11.0,,F,F,T,F,mobile,LG-V520,True,8293,True,ATO-001,ATO-V1
3531073,1,14345079,74.01239999999999,H,179.0,106.0,visa,226.0,debit,200.0,,286.0,verizon.net,hotmail.com,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,M2,,,-10.0,124478.0,0.0,0.0,100.0,Found,Found,Found,Found,,mobile safari 11.0,,F,F,T,F,mobile,LG-V520,True,8293,True,ATO-001,ATO-V1
3531073,1,14345376,74.01239999999999,H,179.0,106.0,visa,226.0,debit,200.0,,286.0,verizon.net,hotmail.com,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,M2,,,-10.0,124478.0,0.0,0.0,100.0,Found,Found,Found,Found,,mobile safari 11.0,,F,F,T,F,mobile,LG-V520,True,8293,True,ATO-001,ATO-V1
3552559,1,15000410,321.475,R,555.0,135.0,mastercard,219.0,credit,351.0,87.0,668.0,twc.com,,2.0,8.0,0.0,2.0,33.0,1.0,67.0,3.0,123.0,69.0,153.0,M0,F,F,,,,,,,,,,,,,,,,,mobile,FEVER,False,5265,True,ATO-001,ATO-V1
3552559,1,15000706,321.475,R,555.0,135.0,mastercard,219.0,credit,351.0,87.0,668.0,twc.com,,2.0,8.0,0.0,2.0,33.0,1.0,67.0,3.0,123.0,69.0,153.0,M0,F,F,,,,,,,,,,,,,,,,,mobile,FEVER,False,5265,True,ATO-001,ATO-V1
3552559,1,15001003,321.475,R,555.0,135.0,mastercard,219.0,credit,351.0,87.0,668.0,twc.com,,2.0,8.0,0.0,2.0,33.0,1.0,67.0,3.0,123.0,69.0,153.0,M0,F,F,,,,,,,,,,,,,,,,,mobile,FEVER,False,5265,True,ATO-001,ATO-V1
3549260,1,14905596,1579.5833333333333,W,399.0,150.0,american express,150.0,credit,278.0,87.0,1292.0,netzero.net,anonymous.com,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,-35.0,26418.0,1.0,0.0,100.0,Found,Found,Found,Found,Windows 10,chrome 66.0,1920x1080,T,F,T,F,mobile,moto,True,7164,True,ATO-001,ATO-V1
3549260,1,14905892,1579.5833333333333,W,399.0,150.0,american express,150.0,credit,278.0,87.0,1292.0,netzero.net,anonymous.com,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,-35.0,26418.0,1.0,0.0,100.0,Found,Found,Found,Found,Windows 10,chrome 66.0,1920x1080,T,F,T,F,mobile,moto,True,7164,True,ATO-001,ATO-V1
3549260,1,14906189,1579.5833333333333,W,399.0,150.0,american express,150.0,credit,278.0,87.0,1292.0,netzero.net,anonymous.com,1.0,1.0,0.0,1.0,1.0,1.0,0.0,,,,,,,,-35.0,26418.0,1.0,0.0,100.0,Found,Found,Found,Found,Windows 10,chrome 66.0,1920x1080,T,F,T,F,mobile,moto,True,7164,True,ATO-001,ATO-V1
3577316,1,15806268,775.5143925233644,R,300.0,150.0,visa,166.0,debit,201.0,87.0,1159.0,yahoo.fr,,1.0,1.0,0.0,2.0,2.0,1.0,101.0,101.0,0.0,101.0,101.0,M0,T,F,,,,,,,,,,,,,,,,,desktop,Linux x86_64,False,17729,True,ATO-001,ATO-V1
3577316,1,15806564,775.5143925233644,R,300.0,150.0,visa,166.0,debit,201.0,87.0,1159.0,yahoo.fr,,1.0,1.0,0.0,2.0,2.0,1.0,101.0,101.0,0.0,101.0,101.0,M0,T,F,,,,,,,,,,,,,,,,,desktop,Linux x86_64,False,17729,True,ATO-001,ATO-V1
3577316,1,15806861,775.5143925233644,R,300.0,150.0,visa,166.0,debit,201.0,87.0,1159.0,yahoo.fr,,1.0,1.0,0.0,2.0,2.0,1.0,101.0,101.0,0.0,101.0,101.0,M0,T,F,,,,,,,,,,,,,,,,,desktop,Linux x86_64,False,17729,True,ATO-001,ATO-V1
3570800,1,15613350,320.6958333333333,C,490.0,150.0,visa,226.0,debit,190.0,87.0,1064.0,yahoo.co.uk,,3.0,3.0,1.0,4.0,12.0,3.0,137.0,19.0,137.0,137.0,137.0,,,F,,,,,,,,,,,,,,,,,mobile,Android 5.1.1,False,12579,True,ATO-001,ATO-V1
3570800,1,15613646,320.6958333333333,C,490.0,150.0,visa,226.0,debit,190.0,87.0,1064.0,yahoo.co.uk,,3.0,3.0,1.0,4.0,12.0,3.0,137.0,19.0,137.0,137.0,137.0,,,F,,,,,,,,,,,,,,,,,mobile,Android 5.1.1,False,12579,True,ATO-001,ATO-V1
3570800,1,15613943,320.6958333333333,C,490.0,150.0,visa,226.0,debit,190.0,87.0,1064.0,yahoo.co.uk,,3.0,3.0,1.0,4.0,12.0,3.0,137.0,19.0,137.0,137.0,137.0,,,F,,,,,,,,,,,,,,,,,mobile,Android 5.1.1,False,12579,True,ATO-001,ATO-V1
3480202,1,12865479,1116.4083333333333,H,437.0,150.0,visa,195.0,debit,277.0,87.0,611.0,yahoo.com.mx,,2.0,4.0,0.0,1.0,3.0,2.0,32.0,32.0,63.0,0.0,63.0,M0,T,F,,,,,,,,,,,,,,,,,mobile,VS990 Build/MRA58K,False,17909,True,ATO-001,ATO-V1
3480202,1,12865775,1116.4083333333333,H,437.0,150.0,visa,195.0,debit,277.0,87.0,611.0,yahoo.com.mx,,2.0,4.0,0.0,1.0,3.0,2.0,32.0,32.0,63.0,0.0,63.0,M0,T,F,,,,,,,,,,,,,,,,,mobile,VS990 Build/MRA58K,False,17909,True,ATO-001,ATO-V1
3480202,1,12866072,1116.4083333333333,H,437.0,150.0,visa,195.0,debit,277.0,87.0,611.0,yahoo.com.mx,,2.0,4.0,0.0,1.0,3.0,2.0,32.0,32.0,63.0,0.0,63.0,M0,T,F,,,,,,,,,,,,,,,,,mobile,VS990 Build/MRA58K,False,17909,True,ATO-001,ATO-V1
3235221,1,5916732,629.75,H,490.0,150.0,visa,,credit,453.0,87.0,1020.0,roadrunner.com,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,M0,T,T,,,,,,,,,,,,,,,,,desktop,SM-A320FL Build/MMB29K,False,13694,True,ATO-001,ATO-V1
3235221,1,5917028,629.75,H,490.0,150.0,visa,,credit,453.0,87.0,1020.0,roadrunner.com,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,M0,T,T,,,,,,,,,,,,,,,,,desktop,SM-A320FL Build/MMB29K,False,13694,True,ATO-001,ATO-V1
3235221,1,5917325,629.75,H,490.0,150.0,visa,,credit,453.0,87.0,1020.0,roadrunner.com,,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,M0,T,T,,,,,,,,,,,,,,,,,desktop,SM-A320FL Build/MMB29K,False,13694,True,ATO-001,ATO-V1
3563876,1,15350081,451.0947222222222,R,310.0,150.0,mastercard,224.0,debit,157.0,87.0,1912.0,windstream.net,,1.0,2.0,0.0,1.0,1.0,1.0,10.0,10.0,10.0,0.0,10.0,M0,F,T,,,,,,,,,,,,,,,,,desktop,SM-G390W,False,1877,True,ATO-001,ATO-V1
3563876,1,15350377,451.0947222222222,R,310.0,150.0,mastercard,224.0,debit,157.0,87.0,1912.0,windstream.net,,1.0,2.0,0.0,1.0,1.0,1.0,10.0,10.0,10.0,0.0,10.0,M0,F,T,,,,,,,,,,,,,,,,,desktop,SM-G390W,False,1877,True,ATO-001,ATO-V1
3563876,1,15350674,451.0947222222222,R,310.0,150.0,mastercard,224.0,debit,157.0,87.0,1912.0,windstream.net,,1.0,2.0,0.0,1.0,1.0,1.0,10.0,10.0,10.0,0.0,10.0,M0,F,T,,,,,,,,,,,,,,,,,desktop,SM-G390W,False,1877,True,ATO-001,ATO-V1
3423137,1,11037216,1237.5,S,399.0,150.0,american express,223.0,credit,168.0,87.0,1001.0,yahoo.com.mx,anonymous.com,1297.0,1424.0,0.0,971.0,743.0,692.0,0.0,,,,,,,,-5.0,181687.0,1.0,-5.0,100.0,Found,Found,Found,Found,,ie 11.0 for desktop,,F,F,T,T,mobile,SM-G850M Build/LRX22G,True,9746,True,ATO-001,ATO-V1
3423137,1,11037512,1237.5,S,399.0,150.0,american express,223.0,credit,168.0,87.0,1001.0,yahoo.com.mx,anonymous.com,1297.0,1424.0,0.0,971.0,743.0,692.0,0.0,,,,,,,,-5.0,181687.0,1.0,-5.0,100.0,Found,Found,Found,Found,,ie 11.0 for desktop,,F,F,T,T,mobile,SM-G850M Build/LRX22G,True,9746,True,ATO-001,ATO-V1
3423137,1,11037809,1237.5,S,399.0,150.0,american express,223.0,credit,168.0,87.0,1001.0,yahoo.com.mx,anonymous.com,1297.0,1424.0,0.0,971.0,743.0,692.0,0.0,,,,,,,,-5.0,181687.0,1.0,-5.0,100.0,Found,Found,Found,Found,,ie 11.0 for desktop,,F,F,T,T,mobile,SM-G850M Build/LRX22G,True,9746,True,ATO-001,ATO-V1
3505988,1,13624933,2748.166666666667,C,275.0,150.0,mastercard,224.0,debit,166.0,87.0,930.0,prodigy.net.mx,,3.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,611.0,0.0,611.0,M0,T,F,,,,,,,,,,,,,,,,,desktop,Moto G (5) Build/NPPS25.137-93-4,False,11076,True,ATO-001,ATO-V1
3505988,1,13625229,2748.166666666667,C,275.0,150.0,mastercard,224.0,debit,166.0,87.0,930.0,prodigy.net.mx,,3.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,611.0,0.0,611.0,M0,T,F,,,,,,,,,,,,,,,,,desktop,Moto G (5) Build/NPPS25.137-93-4,False,11076,True,ATO-001,ATO-V1
3505988,1,13625526,2748.166666666667,C,275.0,150.0,mastercard,224.0,debit,166.0,87.0,930.0,prodigy.net.mx,,3.0,2.0,0.0,1.0,4.0,2.0,0.0,0.0,611.0,0.0,611.0,M0,T,F,,,,,,,,,,,,,,,,,desktop,Moto G (5) Build/NPPS25.137-93-4,False,11076,True,ATO-001,ATO-V1
3568422,1,15527180,317.39468750000003,H,555.0,150.0,mastercard,195.0,debit,247.0,87.0,282.0,yahoo.fr,,106.0,103.0,158.0,80.0,454.0,86.0,1.0,1.0,89.0,89.0,89.0,,,F,,,,,,,,,,,,,,,,,desktop,SAMSUNG SM-J320FN Build/LMY47V,False,3614,True,ATO-001,ATO-V1
3568422,1,15527476,317.39468750000003,H,555.0,150.0,mastercard,195.0,debit,247.0,87.0,282.0,yahoo.fr,,106.0,103.0,158.0,80.0,454.0,86.0,1.0,1.0,89.0,89.0,89.0,,,F,,,,,,,,,,,,,,,,,desktop,SAMSUNG SM-J320FN Build/LMY47V,False,3614,True,ATO-001,ATO-V1
3568422,1,15527773,317.39468750000003,H,555.0,150.0,mastercard,195.0,debit,247.0,87.0,282.0,yahoo.fr,,106.0,103.0,158.0,80.0,454.0,86.0,1.0,1.0,89.0,89.0,89.0,,,F,,,,,,,,,,,,,,,,,desktop,SAMSUNG SM-J320FN Build/LMY47V,False,3614,True,ATO-001,ATO-V1
3556749,1,15112682,715.571153846154,S,369.0,150.0,mastercard,224.0,debit,349.0,87.0,771.0,servicios-ta.com,,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,0.0,0.0,468.0,,,T,,,,,,,,,,,,,,,,,desktop,LG-H872 Build/NRD90U,False,1730,True,ATO-001,ATO-V1
3556749,1,15112978,715.571153846154,S,369.0,150.0,mastercard,224.0,debit,349.0,87.0,771.0,servicios-ta.com,,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,0.0,0.0,468.0,,,T,,,,,,,,,,,,,,,,,desktop,LG-H872 Build/NRD90U,False,1730,True,ATO-001,ATO-V1
3556749,1,15113275,715.571153846154,S,369.0,150.0,mastercard,224.0,debit,349.0,87.0,771.0,servicios-ta.com,,2.0,2.0,1.0,2.0,2.0,2.0,0.0,,0.0,0.0,468.0,,,T,,,,,,,,,,,,,,,,,desktop,LG-H872 Build/NRD90U,False,1730,True,ATO-001,ATO-V1
3510994,1,13771764,357.3243055555554,S,555.0,150.0,visa,226.0,debit,306.0,87.0,1539.0,cfl.rr.com,,3.0,2.0,1.0,2.0,22.0,3.0,547.0,8.0,86.0,547.0,57.0,,,T,,,,,,,,,,,,,,,,,mobile,SM-G900F Build/KOT49H,False,1231,True,ATO-001,ATO-V1
3510994,1,13772060,357.3243055555554,S,555.0,150.0,visa,226.0,debit,306.0,87.0,1539.0,cfl.rr.com,,3.0,2.0,1.0,2.0,22.0,3.0,547.0,8.0,86.0,547.0,57.0,,,T,,,,,,,,,,,,,,,,,mobile,SM-G900F Build/KOT49H,False,1231,True,ATO-001,ATO-V1
3510994,1,13772357,357.3243055555554,S,555.0,150.0,visa,226.0,debit,306.0,87.0,1539.0,cfl.rr.com,,3.0,2.0,1.0,2.0,22.0,3.0,547.0,8.0,86.0,547.0,57.0,,,T,,,,,,,,,,,,,,,,,mobile,SM-G900F Build/KOT49H,False,1231,True,ATO-001,ATO-V1
3488271,1,13133821,765.6687499999998,H,543.0,150.0,mastercard,224.0,debit,283.0,87.0,317.0,yahoo.com.mx,,3.0,3.0,1.0,4.0,14.0,3.0,285.0,155.0,0.0,0.0,469.0,,,T,,,,,,,,,,,,,,,,,mobile,Nexus 6 Build/N6F27M,False,9284,True,ATO-001,ATO-V1
3488271,1,13134117,765.6687499999998,H,543.0,150.0,mastercard,224.0,debit,283.0,87.0,317.0,yahoo.com.mx,,3.0,3.0,1.0,4.0,14.0,3.0,285.0,155.0,0.0,0.0,469.0,,,T,,,,,,,,,,,,,,,,,mobile,Nexus 6 Build/N6F27M,False,9284,True,ATO-001,ATO-V1
3488271,1,13134414,765.6687499999998,H,543.0,150.0,mastercard,224.0,debit,283.0,87.0,317.0,yahoo.com.mx,,3.0,3.0,1.0,4.0,14.0,3.0,285.0,155.0,0.0,0.0,469.0,,,T,,,,,,,,,,,,,,,,,mobile,Nexus 6 Build/N6F27M,False,9284,True,ATO-001,ATO-V1
3530498,1,14333977,296.81666666666666,S,555.0,150.0,visa,226.0,debit,369.0,87.0,753.0,hotmail.com,,1.0,1.0,2.0,0.0,5.0,1.0,628.0,0.0,,628.0,628.0,,,F,,,,,,,,,,,,,,,,,desktop,SM-T825 Build/NRD90M,False,3835,True,ATO-001,ATO-V1
3530498,1,14334273,296.81666666666666,S,555.0,150.0,visa,226.0,debit,369.0,87.0,753.0,hotmail.com,,1.0,1.0,2.0,0.0,5.0,1.0,628.0,0.0,,628.0,628.0,,,F,,,,,,,,,,,,,,,,,desktop,SM-T825 Build/NRD90M,False,3835,True,ATO-001,ATO-V1
3530498,1,14334570,296.81666666666666,S,555.0,150.0,visa,226.0,debit,369.0,87.0,753.0,hotmail.com,,1.0,1.0,2.0,0.0,5.0,1.0,628.0,0.0,,628.0,628.0,,,F,,,,,,,,,,,,,,,,,desktop,SM-T825 Build/NRD90M,False,3835,True,ATO-001,ATO-V1
3459434,1,12192913,462.40425,S,555.0,185.0,visa,226.0,debit,178.0,,686.0,roadrunner.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,M0,,,-5.0,128616.0,5.0,0.0,100.0,Found,Found,Found,Found,,chrome 65.0,,F,F,T,F,mobile,Linux,True,10819,True,ATO-001,ATO-V1
3459434,1,12193209,462.40425,S,555.0,185.0,visa,226.0,debit,178.0,,686.0,roadrunner.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,M0,,,-5.0,128616.0,5.0,0.0,100.0,Found,Found,Found,Found,,chrome 65.0,,F,F,T,F,mobile,Linux,True,10819,True,ATO-001,ATO-V1
3459434,1,12193506,462.40425,S,555.0,185.0,visa,226.0,debit,178.0,,686.0,roadrunner.com,hotmail.com,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,M0,,,-5.0,128616.0,5.0,0.0,100.0,Found,Found,Found,Found,,chrome 65.0,,F,F,T,F,mobile,Linux,True,10819,True,ATO-001,ATO-V1
3569871,1,15566467,1164.955,S,310.0,150.0,mastercard,224.0,debit,483.0,87.0,591.0,yahoo.com,,33.0,31.0,18.0,22.0,53.0,21.0,222.0,11.0,649.0,656.0,656.0,,,T,,,,,,,,,,,,,,,,,desktop,HTC,False,13605,True,ATO-001,ATO-V1
3569871,1,15566763,1164.955,S,310.0,150.0,mastercard,224.0,debit,483.0,87.0,591.0,yahoo.com,,33.0,31.0,18.0,22.0,53.0,21.0,222.0,11.0,649.0,656.0,656.0,,,T,,,,,,,,,,,,,,,,,desktop,HTC,False,13605,True,ATO-001,ATO-V1
3569871,1,15567060,1164.955,S,310.0,150.0,mastercard,224.0,debit,483.0,87.0,591.0,yahoo.com,,33.0,31.0,18.0,22.0,53.0,21.0,222.0,11.0,649.0,656.0,656.0,,,T,,,,,,,,,,,,,,,,,desktop,HTC,False,13605,True,ATO-001,ATO-V1
3337235,1,8633147,161.02533333333332,W,555.0,146.0,mastercard,166.0,debit,481.0,,514.0,live.com.mx,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,,,-10.0,782797.0,3.0,0.0,100.0,New,NotFound,New,NotFound,,chrome 64.0 for android,,F,F,T,F,desktop,SM-J100MU,True,5114,True,ATO-001,ATO-V1
3337235,1,8633443,161.02533333333332,W,555.0,146.0,mastercard,166.0,debit,481.0,,514.0,live.com.mx,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,,,-10.0,782797.0,3.0,0.0,100.0,New,NotFound,New,NotFound,,chrome 64.0 for android,,F,F,T,F,desktop,SM-J100MU,True,5114,True,ATO-001,ATO-V1
3337235,1,8633740,161.02533333333332,W,555.0,146.0,mastercard,166.0,debit,481.0,,514.0,live.com.mx,,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,0.0,,,,,-10.0,782797.0,3.0,0.0,100.0,New,NotFound,New,NotFound,,chrome 64.0 for android,,F,F,T,F,desktop,SM-J100MU,True,5114,True,ATO-001,ATO-V1
3420424,1,10959100,316.04375000000005,H,479.0,150.0,visa,166.0,debit,264.0,87.0,849.0,yahoo.de,,1.0,1.0,1.0,1.0,2.0,1.0,251.0,252.0,607.0,252.0,607.0,,,F,,,,,,,,,,,,,,,,,desktop,ME173X,False,14160,True,ATO-001,ATO-V1
3420424,1,10959396,316.04375000000005,H,479.0,150.0,visa,166.0,debit,264.0,87.0,849.0,yahoo.de,,1.0,1.0,1.0,1.0,2.0,1.0,251.0,252.0,607.0,252.0,607.0,,,F,,,,,,,,,,,,,,,,,desktop,ME173X,False,14160,True,ATO-001,ATO-V1
3420424,1,10959693,316.04375000000005,H,479.0,150.0,visa,166.0,debit,264.0,87.0,849.0,yahoo.de,,1.0,1.0,1.0,1.0,2.0,1.0,251.0,252.0,607.0,252.0,607.0,,,F,,,,,,,,,,,,,,,,,desktop,ME173X,False,14160,True,ATO-001,ATO-V1
