inter_arrival_velocity,micro_amount_clustering,bot_subnet_entropy,amount_deviation,channel_risk,device_risk,is_fraud,variant_id
0.10716733563539078,0.044587919329095865,0.004585553487293875,0.023193044467586094,0.34844834224730054,0.1466245309877123,0,LEGIT
0.11066465430923318,0.15565793693404603,0.029442452098431375,0.571911609714045,0.14174648112538335,0.3313384406311439,0,LEGIT
0.19852876604147918,0.011138025577711904,0.13368825812195317,0.40474869038268624,0.17044461548974332,0.05482568875120606,0,LEGIT
0.07849374183188053,0.05304629409949052,0.07412465569302862,0.3478956255601465,0.21222809649372235,0.33558392567772094,0,LEGIT
0.06257358605701342,0.023272672048626337,0.01171000308573013,0.06495017978933194,0.21655892579650807,0.19154422734275742,0,LEGIT
0.7064386303255815,0.4986548460574743,0.8944372131943333,0.43187923571387693,0.7400844503693706,0.8558118133576471,1,TB-V2
0.14588137412381488,0.07842469969768562,0.05869108247858408,0.23626546018028147,0.1291413432963211,0.042269006760299696,0,LEGIT
0.3079503351849262,0.18689024927675052,0.07545442441940865,0.3940680594062591,0.40033679793428084,0.10747875753863706,0,LEGIT
0.13831016998079007,0.06779903013399938,0.22900219353102877,0.2482212421379729,0.12231160749567607,0.2644462642494199,0,LEGIT
0.08196846193075225,0.24267853380060736,0.07730989098789287,0.39952290153212133,0.11685518985375609,0.27817554943678474,0,LEGIT
0.6876879771957856,0.42821773497200205,0.907341644542414,0.8114335561723219,0.8213094520064956,0.6642805708596918,1,TB-V2
0.11227358570458514,0.05535697195249136,0.12637534199501124,0.2366519270698196,0.18109202286777915,0.3758439661478516,0,LEGIT
0.6587961385086674,0.7282585992597643,0.04978219492911594,0.09227730980577684,0.5460080626001785,0.16837653574723063,0,LEGIT
0.024726821387293204,0.07692770615953327,0.6156307662868373,0.41449104921965285,0.1612065489532666,0.11603200923336113,0,LEGIT
0.7275951634164066,0.5068469143298835,0.24262749852689258,0.2333492483817666,0.17100813697571482,0.04168209443971479,0,LEGIT
0.5647151436759952,0.876109742810142,0.8485064294226146,0.16696113770082857,0.643766808346315,0.9078765770447663,1,TB-V1
0.09006910004474235,0.12211201087388653,0.5332390777784848,0.08663461171817263,0.1623159053062803,0.018130687489705997,0,LEGIT
0.2709262304201477,0.532964530870479,0.2363395993772048,0.548037243458085,0.37229506566582043,0.2580784374006498,0,LEGIT
0.18376380491819302,0.1680210262768775,0.30753742765481784,0.08139977191914975,0.2746055153885333,0.22615554256095036,0,LEGIT
0.6209229732362576,0.6887930639821536,0.22470012455804453,0.11202560509318425,0.03479306394979155,0.06161260848479367,0,LEGIT
0.08301772119037752,0.12026238445931114,0.10631683555721305,0.1714945174762161,0.20498619621302216,0.07494736490098652,0,LEGIT
0.19805192615852588,0.07058923674671624,0.2869953067336489,0.5917488681758761,0.23061155672738454,0.13194355676901937,0,LEGIT
0.4368608347443934,0.1339352464539119,0.20249732136409454,0.4085465305613715,0.09732759951113447,0.44767807028948337,0,LEGIT
0.18837663059026516,0.088861866115067,0.14395855382626777,0.35698093201093395,0.5815460607979114,0.18337805999491522,0,LEGIT
0.10248612086402671,0.004495222773776415,0.13388372870210624,0.21820502972599976,0.00849857394990273,0.2323956178908019,0,LEGIT
0.0943364863364999,0.19837306601650392,0.4370952556829012,0.3701385436320825,0.10012621133525307,0.2256959588774786,0,LEGIT
0.91207430445768,0.12789474071477128,0.8651274541288291,0.9488369471982758,0.5980480622791146,0.6751012994875407,1,TB-V2
0.18777625893586067,0.017819973938833934,0.20638660829369532,0.3948518322938277,0.5315191412728737,0.31811533464636066,0,LEGIT
0.612933432137414,0.5907127676880866,0.7852597571120628,0.6361540995736057,0.9106212287117086,0.8446938996543534,1,TB-V1
0.3443520150006959,0.02319689452485336,0.20554144743888175,0.17618918722144936,0.2869845297684084,0.14588661561005797,0,LEGIT
0.1355560007613332,0.0366191886539823,0.24107039833752264,0.08501617760935398,0.06271616586264904,0.25671936660529254,0,LEGIT
0.7266300772074465,0.7407938558060426,0.7069278751167758,0.17882583241119313,0.8327523714090916,0.7332906812505097,1,TB-V1
0.02392184406879653,0.12050097824236611,0.3770377932066604,0.26719324154539836,0.22687413053100836,0.1599924797453481,0,LEGIT
0.707094260825006,0.6946174511477239,0.258579215260863,0.24489626615379836,0.5940931788824448,0.15441436878655404,0,LEGIT
0.055612703819757005,0.17832934325987146,0.34101368086133443,0.21860989085468138,0.27773657387116435,0.15696854294875326,0,LEGIT
0.17299358620567634,0.20936718531341836,0.011435692283673035,0.4672955939210727,0.11834460654095633,0.09771669324447714,0,LEGIT
0.05410837521552825,0.31061110289530497,0.48625401912476873,0.13360327726764987,0.06204047563758363,0.08014806206909451,0,LEGIT
0.5979129976781721,0.5481191445787282,0.5117868947887824,0.4235226608241858,0.38669886949227406,0.07065622595028985,0,LEGIT
0.13667207294306305,0.23796794536873725,0.16093907449121575,0.4938099296436833,0.014207601497463923,0.49359925129744114,0,LEGIT
0.13384398511323134,0.051956152803454086,0.20572223789782454,0.19416360435774663,0.4856716424072501,0.383705906893266,0,LEGIT
0.20965464830347008,0.1737887176070269,0.46985591665744414,0.5088904892959203,0.0010071810093917985,0.16632989775906296,0,LEGIT
0.29168534858640077,0.0672726809621596,0.06860334207362917,0.17677311375889676,0.24887197310270612,0.10265079059545179,0,LEGIT
0.050885560617362685,0.0726946174956742,0.04076467348958704,0.10921307067641654,0.11225691084738515,0.06886386771153725,0,LEGIT
0.28921795215477325,0.04178832964675213,0.01091364560780561,0.6749886951898526,0.46563945173149546,0.06524079788245386,0,LEGIT
0.09531035435473044,0.050537211852400156,0.15811663229578013,0.44966996376652246,0.22213559001476388,0.023988105362591397,0,LEGIT
0.7369077232336343,0.6870144453455235,0.38024372855888444,0.2307572770715341,0.8338091224087723,0.5821296329339597,1,TB-V1
0.1293407123364783,0.19631098111491369,0.12026251099060582,0.6695037458671025,0.12098188436478936,0.1473274133408532,0,LEGIT
0.1158547593951025,0.2201159855327225,0.03950127925024471,0.23694523270460469,0.23424628444536755,0.0633500746852796,0,LEGIT
0.2135161230270185,0.17723198760015987,0.5556686490118365,0.4076576381951648,0.3104895121415407,0.27306645108074185,0,LEGIT
0.6620186941828601,0.02461652345196635,0.08579580986604794,0.04365530615662762,0.2525117107200711,0.08052833664559239,0,LEGIT
0.5288871670624476,0.7631582855921732,0.6263580248817974,0.9189931018324122,0.6985890291419676,0.7436996547589837,1,TB-V2
0.27232088479410893,0.043885014698404425,0.007340271032924493,0.4414690732141357,0.09219707393671006,0.1790111967736934,0,LEGIT
0.23526846253111464,0.03616000162912231,0.321035987069416,0.5791248266221594,0.15400589903271697,0.3670827070350493,0,LEGIT
0.6202415919121013,0.8361265244258792,0.8391702364188172,0.3985931879170639,0.8169511455665717,0.6656823644359245,1,TB-V1
0.14320405352501206,0.0768240009660462,0.276122834512945,0.2616253717615615,0.1367205998146728,0.06566527823560743,0,LEGIT
0.4829736626394512,0.5073108593575532,0.9279222371473171,0.1616184585588778,0.7819029458564974,0.7380949277475735,1,TB-V1
0.14155658413370265,0.13082584261939958,0.04691370988931743,0.17676762149850625,0.2451995008761276,0.10909383523022706,0,LEGIT
0.08101920291443111,0.2433261792651368,0.2789576330812023,0.07706194826100807,0.03723005930675886,0.13358317169204656,0,LEGIT
0.08594169661321727,0.015937548764779694,0.2853712058199938,0.3227164235242785,0.7351336517825985,0.21428998863042492,0,LEGIT
0.22893475505811595,0.0951481394820215,0.31015110787492733,0.2816460669132608,0.07700321487622852,0.14384442600524672,0,LEGIT
0.6545991657952165,0.6628579029807931,0.45531029903312076,0.08918268934528603,0.9264068165278516,0.5879719189112287,1,TB-V1
0.0648751756217601,0.2633914275998425,0.10440850320159199,0.41833644473571857,0.4321281614797622,0.4337853883428141,0,LEGIT
0.09517257222755042,0.023052056008860195,0.22437987923950617,0.23193030719273797,0.17162408670946536,0.1270810105378011,0,LEGIT
0.01597555944649988,0.12549952978565543,0.1341363593633714,0.361836066576142,0.1947471997257915,0.11898306577906853,0,LEGIT
0.8817346743777497,0.4715769994625195,0.9445065172139253,0.6464488161540988,0.6902605302631253,0.9241147183992388,1,TB-V2
0.7472434924784762,0.6434174044976173,0.07189321802818568,0.3109125913933503,0.39415376775050054,0.042511638731896825,0,LEGIT
0.06450844947499185,0.22408819548618447,0.23298832474162035,0.06991762829547332,0.5640166057356928,0.26309170763555717,0,LEGIT
0.12170574797872828,0.025483937608184824,0.12110037527094855,0.03352307369758104,0.11961241196855588,0.1329523919200187,0,LEGIT
0.08733542692701816,0.03126261376509034,0.302295192800351,0.07794161601749781,0.1965332340550546,0.04378211194235074,0,LEGIT
0.28561092194700105,0.012957117486853692,0.05165467142357468,0.3001211686840733,0.24291300019607068,0.39395393913821436,0,LEGIT
0.2166116753678805,0.07401648198200138,0.21859077071890914,0.5289318003486275,0.34745464232303525,0.3120077925519037,0,LEGIT
0.3695174856679293,0.010451515516571811,0.23427819997530605,0.12735092678137802,0.1533844230692979,0.1690578145568927,0,LEGIT
0.507950293482852,0.5671074596686351,0.8325104003877449,0.2811827571585138,0.6648841773195543,0.6262551433185305,1,TB-V2
0.8945987473733392,0.8241831157086209,0.5565520405017716,0.18045233938021873,0.7628798123932253,0.7813474997560078,1,TB-V1
0.11167907923952396,0.15210862165478953,0.16449182280295893,0.11467707247213077,0.17548212625407936,0.11076661655813407,0,LEGIT
0.13443659786446818,0.07624279134055217,0.2962529896755623,0.3839464565720334,0.0973384346855569,0.2027875642713029,0,LEGIT
0.031773074494928784,0.015837474734653804,0.30043710297559345,0.282394955331533,0.31871169387112586,0.16838977271400052,0,LEGIT
0.12996731429821662,0.06249292499267863,0.1879109408850261,0.32706047933356464,0.24647264975926744,0.43829310290082124,0,LEGIT
0.05229384640252579,0.04812970603610044,0.3311422232062374,0.20184303272175644,0.4332177070851857,0.09416725894205427,0,LEGIT
0.17973115251139335,0.17459832909233441,0.6631872178077061,0.4362688939563658,0.05924404316542589,0.024060284598862825,0,LEGIT
0.4477070309328381,0.04027981471251047,0.3119611732829296,0.12464345793691871,0.32847471732652506,0.10793627083722553,0,LEGIT
0.21397113643898769,0.04239748504089567,0.15129705141482622,0.2626564486160469,0.15451922933931067,0.15797288190360775,0,LEGIT
0.21890409050340362,0.14427535740157854,0.2347044887480016,0.10906411201164808,0.31974746786824876,0.21581506330794067,0,LEGIT
0.441365255095329,0.9541758377888799,0.7885183511812954,0.1071706881527492,0.7139608153310811,0.8011286218981549,1,TB-V1
0.0557216339116108,0.05619205192311456,0.1204051464313887,0.47974035119822095,0.2550105405146148,0.2659761418205704,0,LEGIT
0.26619485436146845,0.10985001805038826,0.2595808279599352,0.39385750529127533,0.09391148480791581,0.12891483529639192,0,LEGIT
0.4510286313016458,0.3942476294585671,0.12199288273948607,0.3385233128568022,0.1596611334715828,0.26655237782875507,0,LEGIT
0.6726575026483748,0.8538057393933178,0.48073373138834596,0.3259751821090194,0.9565094677564118,0.7682268213303434,1,TB-V1
0.03261636145651299,0.03434945454574825,0.5721054616665823,0.14410547712281088,0.25186928877027664,0.06365793852794961,0,LEGIT
0.39828678197586376,0.3662206065981215,0.6911203896388389,0.8645497977089346,0.5223280841752534,0.6017137121312064,1,TB-V2
0.15346532598697504,0.022826210182279448,0.1683760436080259,0.15916278994943853,0.2039691968418607,0.3061523069046846,0,LEGIT
0.794683020710927,0.24692747100070772,0.8012457381842473,0.7861909593610678,0.8182078056733452,0.8391094063647297,1,TB-V2
0.07602079420841357,0.11913838297656457,0.05876566939919604,0.26336928681568733,0.11680912544305588,0.6547116546104683,0,LEGIT
0.02029249074315408,0.050670826314456005,0.2034070270640447,0.2244064690996196,0.21221273808833585,0.1765862348243015,0,LEGIT
0.85034841153201,0.6676695508174717,0.7191252984648524,0.40387185786904567,0.44230182259534023,0.6563691206073891,1,TB-V1
0.04353581347682086,0.04268051351034345,0.2659936850142925,0.049811675720598005,0.09326742820128599,0.16735935584585312,0,LEGIT
0.12396816588820354,0.1150156533197081,0.15238003864944316,0.06220117090435234,0.28691382817602784,0.6182945106599176,0,LEGIT
0.1322328462607335,0.10048182906717625,0.07457603951400406,0.45313468726068384,0.3421460095512013,0.13071901814952755,0,LEGIT
0.21687223248074108,0.5215787462776644,0.38485021566956745,0.1091578972068246,0.07422748732052156,0.13962613070836288,0,LEGIT
0.9327158596317089,0.7520902701623695,0.7599109345804933,0.513612513398154,0.7822688596629032,0.27696763554221626,1,TB-V1
0.8951582910175063,0.7590691851625369,0.7099907654476568,0.12474406205033368,0.775938311715438,0.652501613948475,1,TB-V1
0.22631177588401205,0.28688719859356066,0.26383927629231274,0.15203272565137405,0.23782266008060793,0.25082177694008945,0,LEGIT
0.6822313650366527,0.7349203469317694,0.1697590474860886,0.269827332031544,0.2519138758589478,0.23870342245465218,0,LEGIT
0.3870451090221109,0.08413628387673287,0.05719248991114678,0.20389875017053571,0.10197168354450832,0.003024101858223523,0,LEGIT
0.1573167946002124,0.39006147324399615,0.5363929492375951,0.15182657206552644,0.24509297751424933,0.23197023376552672,0,LEGIT
0.7613272597504174,0.8995211475551185,0.8881835556740105,0.22397244058092952,0.7342146748789272,0.6442968914692614,1,TB-V1
0.7711039391205203,0.6023010410693781,0.029487504142715608,0.4529279575576733,0.28870024961395346,0.25953556120230825,0,LEGIT
0.8743096966669684,0.6629613660797298,0.8979245566468836,0.15270034580229727,0.7007578377077619,0.6455396563347136,1,TB-V1
0.22147719805742647,0.0654687463537745,0.2616747107495633,0.14943488530664786,0.06098189197649616,0.07966819797877021,0,LEGIT
0.043486501228366746,0.1954523361996247,0.3304495160124759,0.19928743593392878,0.101728391323765,0.17524789828804943,0,LEGIT
0.8413335378595275,0.7735630850584924,0.6292458270865287,0.18006977525901052,0.9556693479908682,0.8273891410301745,1,TB-V1
0.02087046398144574,0.004638437767171222,0.45706097165380954,0.2759289510535934,0.25680254374364725,0.1348741778793628,0,LEGIT
0.33039427858178766,0.39227433665169875,0.12514815716787459,0.13180912099278902,0.23543744471943046,0.14817741856862293,0,LEGIT
0.21043578104508942,0.2278457494874809,0.18807887885824523,0.3759094912827218,0.1300414731130694,0.18878814387349588,0,LEGIT
0.16172263783217644,0.13334167230229724,0.20243045856185332,0.14310430224922072,0.07877714971306134,0.0032966104350558114,0,LEGIT
0.027494649437580104,0.08430415180527692,0.34265527673391283,0.3787858218725901,0.2241365569332354,0.09840799013324315,0,LEGIT
0.05975990097513906,0.022713333212241747,0.18278906083721044,0.2836645557442876,0.3741235890571078,0.25081722737359213,0,LEGIT
0.7551377674061338,0.5156221353563153,0.25638881495079685,0.16151609080512694,0.5806489579987579,0.32942088515295,0,LEGIT
0.21761452591293837,0.09361089899373859,0.2109151408054891,0.33528915591275926,0.12080831381230649,0.08703130124269232,0,LEGIT
0.754182449393684,0.7540190299782028,0.24308328261646414,0.256503033200981,0.7929465704786055,0.7752216854114425,1,TB-V1
0.3631376570716566,0.23535878354442652,0.35194936100064445,0.22313517071054484,0.24288806711266564,0.2026241668938011,0,LEGIT
0.29229555967765425,0.08891465146148572,0.19701148168404772,0.3601404196655441,0.6542813270761584,0.29325264213160906,0,LEGIT
0.567244572788512,0.2691812318958313,0.19601753662942767,0.11117089026238096,0.1662359541213313,0.2059685527267348,0,LEGIT
0.16115805739248407,0.025430703375750013,0.08031817739204114,0.3274871641955975,0.02043430919226782,0.3211036228035067,0,LEGIT
0.258460602071009,0.12421458422138042,0.2287360144477614,0.3140727443661049,0.29740869106327994,0.076202900139329,0,LEGIT
0.004529095649143344,0.15267655167685626,0.24584775386382035,0.4767080128679316,0.3758364689568871,0.08795943879758789,0,LEGIT
0.7702465503210644,0.6161963069128693,0.16972296517828964,0.22093234145958143,0.33851358220148636,0.17432194998859935,0,LEGIT
0.5910042362561091,0.22204676146125335,0.7259296518249138,0.7805058214805376,0.729779372344829,0.5415965530990816,1,TB-V2
0.021901926003627368,0.035875425838653476,0.3157103276603941,0.03956335073336198,0.18960421858880083,0.04034707247887014,0,LEGIT
0.01581046113437783,0.07842613972231215,0.49853196397716887,0.29782094133116543,0.32967663935266706,0.34120785545662935,0,LEGIT
0.28002088976760275,0.13283851862206614,0.2542943514582136,0.24501643281361432,0.12270998225617695,0.3085222896272959,0,LEGIT
0.014553321125711064,0.09091096643793314,0.17344845195477537,0.15969190420225096,0.26789338509943383,0.2735446193391471,0,LEGIT
0.09105608367478515,0.08619825818867857,0.520568868441638,0.23402240160738141,0.009039581156367299,0.28990399275470463,0,LEGIT
0.21289716869612352,0.059039747847708844,0.23057259839405703,0.12302533688398821,0.14661722222469947,0.3561010667248387,0,LEGIT
0.20217656141231455,0.022193246699277965,0.06471334071818884,0.06781162199705063,0.4373412876641398,0.3416664780732561,0,LEGIT
0.15130044086512973,0.16188497074308048,0.1345445636122568,0.05695987921316175,0.33520591506899483,0.2501243082659567,0,LEGIT
0.3564231739420477,0.032321229948525924,0.25655368833853487,0.3640697937670402,0.5274920939249812,0.18409131690464967,0,LEGIT
0.2877464660874085,0.059361262505348684,0.12506236369351892,0.4668955342291038,0.1847052549275736,0.08501119446741631,0,LEGIT
0.2944431979149255,0.4853763134682878,0.7197960808839248,0.8497767947412231,0.8252418278180967,0.7653072444203796,1,TB-V2
0.04313349026760891,0.31325723544754824,0.07162831464873415,0.25596826455877525,0.2623123432605781,0.07029136887619919,0,LEGIT
0.1297421774372508,0.4892383752436819,0.1461704505021061,0.10355719118891007,0.3374425132872454,0.19575248016999153,0,LEGIT
0.7759934721487772,0.5219813377496737,0.9738215082343812,0.5982461448230674,0.7524247366017868,0.8330873136836656,1,TB-V2
0.2991678554742154,0.07736186973919136,0.27888645140036744,0.4059881037403308,0.19569783546257885,0.2057298419797114,0,LEGIT
0.20436237107621197,0.08368622538373154,0.4383331566275434,0.12803191427568028,0.30614916491218275,0.12170774076693172,0,LEGIT
0.06644572926899549,0.08582283283170551,0.042033132841817575,0.3021110227026921,0.15507312092351813,0.1503752645198031,0,LEGIT
0.17855799867962727,0.0545949356084869,0.14332516508105175,0.1510203309803399,0.23315065211203848,0.058216127300499396,0,LEGIT
0.21828739320969176,0.06914248216979205,0.17982656810329034,0.43715100421416947,0.07982167978138438,0.21382598566277747,0,LEGIT
0.06613147658962713,0.10088566054430913,0.047477639400058114,0.45671026986278335,0.1271029902429362,0.02762818181823637,0,LEGIT
0.1741362327185855,0.035323345384016894,0.2858720428162297,0.400397854514783,0.2589443620491311,0.32188141766787853,0,LEGIT
0.04510725161462316,0.2987282327077734,0.23051488528427458,0.25330686894612436,0.358959396000343,0.10207336915084214,0,LEGIT
0.32650326689931475,0.08699577745031759,0.18699976690292386,0.5312146461310019,0.03981528607893828,0.1431007692573851,0,LEGIT
